startup_name,founded_year,country,industry,fundin_stage,total_funding ($M),employees,annual_revenue ($M),valuation ($B),acquired,IPO,customer_base (M)
Startup_1282,2020,UK,FoodTech,IPO,333,2585,547,1.99,No,No,81
Startup_1283,2017,Japan,Tech,Seed,92,4867,554,22.37,No,Yes,60
Startup_1284,2007,India,Logistics,IPO,176,575,8,1.44,No,Yes,71
Startup_1285,2001,France,AI,Series C,31,4760,802,33.45,Yes,No,92
Startup_1286,2007,Germany,FoodTech,Seed,20,3802,298,19.82,Yes,Yes,88
Startup_1287,2001,Germany,Logistics,Series A,270,368,77,44.81,Yes,No,65
Startup_1288,2002,China,E-commerce,Series B,279,2647,797,34.85,Yes,No,13
Startup_1289,2006,Brazil,Healthcare,Series C,160,907,893,28.83,No,Yes,16
Startup_1290,2008,Germany,E-commerce,Series C,390,202,250,0.23,No,No,47
Startup_1291,2005,China,EdTech,Series A,127,2964,116,22.59,No,No,74
Startup_1292,2017,Canada,Healthcare,Series A,228,3871,427,29.52,No,Yes,59
Startup_1293,2004,USA,Gaming,IPO,125,3027,158,23.85,No,No,48
Startup_1294,2018,USA,Energy,Series B,423,407,573,0.45,Yes,No,35
Startup_1295,2001,Canada,Healthcare,Series C,326,4252,225,19.7,Yes,Yes,86
Startup_1296,2017,Canada,FinTech,Series C,119,1784,281,25.01,No,Yes,31
Startup_1297,2012,USA,Logistics,IPO,293,580,720,48.38,No,No,30
Startup_1298,2015,France,Logistics,IPO,130,2238,334,42.29,No,No,46
Startup_1299,2003,Japan,Healthcare,Seed,136,1165,358,20.71,Yes,Yes,46
Startup_1300,2015,Brazil,Gaming,IPO,171,4174,435,29.25,Yes,No,73
Startup_1301,2022,Germany,Tech,Seed,215,506,319,14.87,Yes,Yes,9
Startup_1302,2011,Brazil,Gaming,Series C,411,4653,750,46.12,Yes,Yes,35
Startup_1303,2013,Japan,AI,Series B,323,2038,549,15.23,No,Yes,96
Startup_1304,2000,China,FinTech,IPO,274,848,952,18.18,Yes,No,12
Startup_1305,2015,Australia,Energy,Series B,430,1744,222,48.9,Yes,No,18
Startup_1306,2008,Japan,Logistics,Series C,437,3400,885,7.06,Yes,No,26
Startup_1307,2008,France,Gaming,Series C,195,206,306,27.79,Yes,Yes,41
Startup_1308,2002,Germany,E-commerce,Seed,418,2538,261,6.46,No,Yes,10
Startup_1309,2012,Canada,E-commerce,Series C,45,3575,584,9.06,No,No,18
Startup_1310,2010,France,Tech,Seed,70,4761,82,27,Yes,Yes,82
Startup_1311,2017,Australia,E-commerce,Series B,452,243,381,11.29,No,No,74
Startup_1312,2009,India,AI,Series C,232,2633,655,1.53,No,No,54
Startup_1313,2014,China,EdTech,Series C,268,1507,214,8.87,Yes,Yes,67
Startup_1314,2004,India,Energy,IPO,189,2397,407,30.92,No,Yes,31
Startup_1315,2000,China,E-commerce,Seed,62,3898,434,43.17,No,Yes,51
Startup_1316,2007,UK,Tech,IPO,442,1867,134,36.75,No,No,22
Startup_1317,2018,India,E-commerce,Series C,428,1046,837,28.79,Yes,Yes,93
Startup_1318,2000,Japan,Healthcare,Series B,72,3781,254,48.11,No,Yes,53
Startup_1319,2013,India,Gaming,Series A,453,4518,54,24.93,Yes,No,6
Startup_1320,2014,China,Energy,IPO,375,1650,944,27.3,No,Yes,97
Startup_1321,2006,UK,Energy,Seed,495,564,467,30.08,No,Yes,51
Startup_1322,2002,Canada,Logistics,Series C,27,2845,148,17.9,No,No,59
Startup_1323,2020,Australia,Healthcare,IPO,237,2785,490,13.33,Yes,Yes,51
Startup_1324,2001,Canada,EdTech,Series C,204,442,85,25.02,Yes,Yes,66
Startup_1325,2009,UK,FinTech,Series C,258,1765,728,36.44,No,No,85
Startup_1326,2009,Canada,Logistics,Series C,140,627,832,37.5,No,Yes,97
Startup_1327,2009,India,AI,Series A,86,4629,277,20.37,Yes,No,58
Startup_1328,2012,USA,Energy,Series A,111,458,46,24.51,Yes,Yes,99
Startup_1329,2011,Brazil,E-commerce,Series B,87,137,672,33.02,No,Yes,41
Startup_1330,2022,UK,Gaming,Series C,69,3600,22,7.67,Yes,No,40
Startup_1331,2003,Brazil,EdTech,Series B,13,3976,514,33.01,No,No,85
Startup_1332,2020,Brazil,AI,IPO,289,882,250,49.62,No,No,7
Startup_1333,2013,Japan,AI,Series A,349,407,577,12.44,Yes,Yes,86
Startup_1334,2006,France,Logistics,Series B,62,2592,955,1.07,No,No,29
Startup_1335,2005,Japan,Gaming,Series A,86,2690,942,49.35,Yes,No,99
Startup_1336,2010,USA,Healthcare,Series C,80,3566,920,26.67,No,No,50
Startup_1337,2011,UK,AI,Seed,283,2603,949,8.2,No,No,81
Startup_1338,2003,China,Logistics,IPO,401,818,970,30.5,Yes,No,32
Startup_1339,2012,China,E-commerce,IPO,229,4767,278,1.08,No,Yes,67
Startup_1340,2018,Australia,Healthcare,Seed,125,383,873,13.57,Yes,No,51
Startup_1341,2011,Germany,Healthcare,Series A,105,2735,583,40.91,Yes,Yes,87
Startup_1342,2009,Australia,AI,Series C,420,4855,361,24.78,Yes,Yes,76
Startup_1343,2007,Japan,E-commerce,Series C,488,3169,312,19.49,Yes,Yes,71
Startup_1344,2004,Canada,FinTech,Series C,365,1875,50,10.16,No,Yes,25
Startup_1345,2021,India,FoodTech,IPO,36,2525,120,1.75,Yes,No,67
Startup_1346,2017,USA,FinTech,Series B,437,1977,990,10.4,No,Yes,77
Startup_1347,2018,India,Healthcare,Series A,402,3857,390,40.71,Yes,No,14
Startup_1348,2015,UK,Gaming,Seed,157,1081,58,9.9,Yes,Yes,99
Startup_1349,2000,Brazil,Gaming,Series B,13,396,761,6.68,No,Yes,35
Startup_1350,2006,Brazil,Energy,Seed,53,3289,176,35.12,Yes,Yes,15
Startup_1351,2021,UK,Logistics,Series C,232,1201,805,33.45,No,Yes,99
Startup_1352,2015,UK,Energy,Series B,325,1379,309,12.52,No,No,59
Startup_1353,2022,Australia,FoodTech,Series C,26,271,148,24.63,Yes,No,57
Startup_1354,2016,USA,AI,Series A,361,78,539,41.33,Yes,No,47
Startup_1355,2004,Japan,Tech,IPO,256,2958,299,48.23,Yes,No,41
Startup_1356,2009,Brazil,Energy,Seed,173,3317,207,49.05,Yes,Yes,1
Startup_1357,2003,Brazil,Logistics,IPO,495,4959,628,30.76,Yes,Yes,3
Startup_1358,2022,Germany,Energy,Series B,190,3086,309,41.62,Yes,Yes,18
Startup_1359,2004,Germany,Gaming,Series C,286,3971,79,10.09,No,No,46
Startup_1360,2013,Australia,Logistics,Series C,482,2663,250,22.01,No,Yes,17
Startup_1361,2008,Japan,Healthcare,Series A,199,988,14,41.63,No,Yes,45
Startup_1362,2016,Germany,E-commerce,Series B,103,3861,562,30.34,No,Yes,44
Startup_1363,2007,China,EdTech,Series A,161,4684,440,11.19,Yes,No,35
Startup_1364,2002,UK,FoodTech,Seed,303,181,43,26.34,No,No,59
Startup_1365,2015,Canada,E-commerce,Series B,68,4932,852,46.26,No,No,85
Startup_1366,2017,India,Tech,Series A,389,2926,445,5.38,No,No,19
Startup_1367,2013,Germany,Logistics,Series B,436,107,471,15.76,Yes,Yes,50
Startup_1368,2014,Australia,FinTech,Series C,454,2756,203,47.04,Yes,No,77
Startup_1369,2018,Germany,Healthcare,IPO,243,3373,348,27.47,Yes,Yes,11
Startup_1370,2015,Japan,E-commerce,Series B,13,2192,55,33.22,No,Yes,74
Startup_1371,2000,UK,Tech,Series A,408,4930,310,46.15,No,No,25
Startup_1372,2004,Australia,FoodTech,Series C,233,560,695,9.85,No,No,75
Startup_1373,2000,Australia,Logistics,IPO,366,4169,12,20.97,No,No,22
Startup_1374,2019,Australia,E-commerce,Series C,346,2961,469,26.64,No,No,67
Startup_1375,2006,Australia,AI,Seed,342,1169,574,34.31,No,Yes,73
Startup_1376,2000,Canada,Energy,IPO,200,1569,168,35.31,Yes,Yes,87
Startup_1377,2012,USA,Energy,Series B,415,3359,925,49.3,No,No,67
Startup_1378,2008,France,FoodTech,Seed,434,4775,573,9.88,No,Yes,16
Startup_1379,2007,Canada,EdTech,Series B,444,4044,457,14.68,No,No,69
Startup_1380,2016,UK,EdTech,Series B,298,2140,718,35.65,No,No,40
Startup_1381,2001,Germany,Tech,Seed,481,146,637,22.44,No,No,28
Startup_1382,2001,India,AI,Series B,426,2302,483,45.19,No,Yes,96
Startup_1383,2021,UK,E-commerce,Seed,287,2530,763,14.35,Yes,Yes,28
Startup_1384,2017,Australia,EdTech,Seed,231,1232,605,45.67,Yes,No,52
Startup_1385,2015,India,Gaming,Series C,94,4004,90,2.48,Yes,No,75
Startup_1386,2008,USA,FoodTech,Series A,122,1815,991,36.15,No,No,94
Startup_1387,2009,Australia,Tech,Series C,425,3284,208,42.35,No,Yes,18
Startup_1388,2016,France,EdTech,Seed,337,3561,568,35.59,Yes,No,24
Startup_1389,2021,Germany,Healthcare,Seed,116,3687,180,49.82,No,No,91
Startup_1390,2005,Germany,Healthcare,Series A,185,1345,545,9.04,Yes,No,15
Startup_1391,2022,Canada,FinTech,Seed,306,4167,21,19.54,Yes,No,80
Startup_1392,2008,India,Gaming,Series A,174,2729,559,14.85,No,No,34
Startup_1393,2002,USA,Gaming,Series C,263,524,917,13.8,Yes,Yes,89
Startup_1394,2008,Canada,Healthcare,IPO,318,1638,54,27.95,No,No,27
Startup_1395,2019,USA,EdTech,Series A,347,1414,881,1.7,No,No,69
Startup_1396,2007,Brazil,Energy,Seed,101,1103,150,27,No,Yes,46
Startup_1397,2000,Japan,Logistics,Seed,62,3666,565,43.29,No,Yes,59
Startup_1398,2007,UK,Energy,IPO,470,1001,494,39.18,No,No,49
Startup_1399,2010,Australia,FoodTech,IPO,471,3188,832,29.27,Yes,Yes,4
Startup_1400,2021,France,Energy,Series C,416,379,358,9.89,Yes,No,8
Startup_1401,2003,Germany,EdTech,Series A,62,3645,233,29.64,Yes,Yes,48
Startup_1402,2011,USA,AI,Series B,311,4971,813,20.23,Yes,No,99
Startup_1403,2008,Brazil,AI,Series C,370,132,321,26.28,Yes,No,38
Startup_1404,2010,USA,Gaming,Series A,384,3964,431,42.28,Yes,No,27
Startup_1405,2014,Brazil,Tech,Seed,115,3833,842,23.88,No,No,33
Startup_1406,2008,China,Gaming,Series C,213,3986,456,28.8,No,No,69
Startup_1407,2001,Brazil,AI,IPO,399,1507,82,30.8,Yes,Yes,35
Startup_1408,2013,Canada,FinTech,Series A,103,1293,203,42.57,No,Yes,90
Startup_1409,2020,Australia,Gaming,Series C,443,1266,248,19.95,No,Yes,75
Startup_1410,2005,Brazil,FoodTech,Series A,253,113,597,9.37,No,No,37
Startup_1411,2006,USA,Energy,Series A,34,1265,54,7.21,No,No,48
Startup_1412,2007,Brazil,Gaming,Series B,230,1800,287,25.53,No,Yes,84
Startup_1413,2020,China,Energy,Series C,20,2690,89,37.79,No,Yes,6
Startup_1414,2002,USA,FoodTech,Series C,132,1490,183,18.69,Yes,Yes,80
Startup_1415,2013,France,Tech,Seed,71,55,417,27.07,Yes,No,41
Startup_1416,2017,Japan,AI,Series A,343,2003,9,6.18,No,Yes,54
Startup_1417,2014,Brazil,Energy,IPO,232,1582,832,35.37,No,Yes,44
Startup_1418,2013,France,FinTech,Series C,421,3198,52,20.79,No,Yes,95
Startup_1419,2007,China,Energy,Seed,457,2899,74,45.28,No,Yes,55
Startup_1420,2010,UK,EdTech,Series A,345,2793,181,41.45,No,No,25
Startup_1421,2003,India,Energy,Series C,262,3804,302,32.81,No,Yes,96
Startup_1422,2019,India,Gaming,Series A,258,2530,256,4.9,Yes,Yes,97
Startup_1423,2020,Brazil,AI,Seed,320,3005,81,1.96,No,No,85
Startup_1424,2017,China,Logistics,Seed,281,3261,537,32.14,No,Yes,55
Startup_1425,2000,Brazil,Tech,Series A,480,669,350,4.24,Yes,Yes,32
Startup_1426,2008,China,Energy,Series B,382,2903,625,37,No,Yes,10
Startup_1427,2003,Germany,Energy,IPO,53,3038,146,19.74,No,No,8
Startup_1428,2002,Japan,FinTech,IPO,1,1905,161,36.24,Yes,No,78
Startup_1429,2012,India,Tech,Series C,394,2101,410,38.65,No,No,17
Startup_1430,2010,Germany,E-commerce,Series A,288,2201,331,23.09,Yes,No,10
Startup_1431,2004,UK,Tech,IPO,380,2696,555,19.07,Yes,No,2
Startup_1432,2009,Japan,Gaming,IPO,367,3120,572,12.53,No,Yes,32
Startup_1433,2012,Brazil,Tech,Seed,60,2166,416,18.01,Yes,Yes,2
Startup_1434,2006,Brazil,FoodTech,Seed,472,1228,162,27.18,Yes,Yes,14
Startup_1435,2014,Japan,Healthcare,Series B,348,3473,693,43.74,No,Yes,35
Startup_1436,2005,USA,FinTech,Series A,267,2452,130,34.51,Yes,Yes,80
Startup_1437,2007,China,AI,Series B,44,4165,392,17.3,No,Yes,43
Startup_1438,2015,Germany,E-commerce,Seed,141,1098,691,25.91,No,No,90
Startup_1439,2000,Germany,FoodTech,IPO,474,3531,459,41.43,No,Yes,4
Startup_1440,2015,Australia,Tech,IPO,150,2560,408,47.59,Yes,Yes,69
Startup_1441,2012,France,Logistics,Series A,316,1240,705,47.66,Yes,No,31
Startup_1442,2014,China,Healthcare,Seed,26,4387,775,33.31,Yes,No,49
Startup_1443,2000,Canada,Tech,Series B,243,3100,867,10.81,Yes,No,90
Startup_1444,2020,Brazil,AI,IPO,136,2545,744,45.79,No,Yes,62
Startup_1445,2001,Germany,Healthcare,IPO,59,3026,268,26.8,Yes,Yes,47
Startup_1446,2007,Germany,Energy,Series B,478,313,577,40.96,Yes,Yes,5
Startup_1447,2022,Canada,Healthcare,IPO,263,1214,199,44.21,Yes,Yes,29
Startup_1448,2014,Germany,Tech,Series B,181,3917,927,31.64,Yes,No,4
Startup_1449,2019,Japan,Tech,IPO,383,4476,926,4.28,Yes,No,8
Startup_1450,2005,India,Healthcare,Series A,355,545,508,42.45,Yes,No,64
Startup_1451,2014,Japan,AI,Series C,285,3063,576,7.57,Yes,No,98
Startup_1452,2003,India,EdTech,IPO,81,3528,113,28.78,No,No,61
Startup_1453,2006,France,Healthcare,Series A,487,4319,222,26.25,Yes,No,19
Startup_1454,2001,China,Energy,Series C,306,1910,147,8.89,No,No,64
Startup_1455,2009,UK,Healthcare,Series C,118,1454,711,33.71,No,Yes,85
Startup_1456,2012,India,Logistics,IPO,316,2665,631,9.2,No,Yes,59
Startup_1457,2007,UK,Gaming,Series C,409,2680,163,19.9,Yes,No,81
Startup_1458,2019,Brazil,Tech,IPO,122,1469,25,10.39,Yes,No,62
Startup_1459,2001,USA,FinTech,Series A,279,2635,167,18.49,Yes,Yes,19
Startup_1460,2012,Brazil,AI,Seed,470,1321,40,20.82,No,Yes,23
Startup_1461,2009,Germany,Tech,IPO,227,1459,773,2.7,Yes,Yes,32
Startup_1462,2021,Brazil,FinTech,Seed,496,333,978,41.82,Yes,No,41
Startup_1463,2000,Brazil,E-commerce,Series B,444,2768,126,43,No,No,91
Startup_1464,2002,China,Healthcare,Series A,203,2351,106,35.89,Yes,No,34
Startup_1465,2011,Brazil,EdTech,Series A,152,418,398,29.64,Yes,No,35
Startup_1466,2010,India,Tech,Series C,150,1222,510,26.84,No,No,25
Startup_1467,2002,Germany,Tech,Series B,64,4954,8,5.05,Yes,Yes,32
Startup_1468,2005,Brazil,Energy,Seed,321,2950,963,10.15,Yes,Yes,45
Startup_1469,2000,Japan,Tech,Series A,147,3930,143,35.9,No,Yes,65
Startup_1470,2002,Japan,FinTech,Seed,498,4052,102,10.17,Yes,No,17
Startup_1471,2015,China,EdTech,Series C,150,3881,663,35.61,No,No,87
Startup_1472,2009,France,Energy,Series A,249,3788,617,17.85,No,No,27
Startup_1473,2000,UK,FinTech,Series C,480,2758,488,43.27,Yes,No,13
Startup_1474,2006,USA,Gaming,IPO,464,1887,503,4.25,Yes,Yes,44
Startup_1475,2018,Brazil,Gaming,Series B,307,212,19,13.84,No,No,96
Startup_1476,2007,USA,Gaming,Series C,342,3557,968,8.95,Yes,No,81
Startup_1477,2019,Germany,EdTech,Series A,288,1212,98,28.22,Yes,No,21
Startup_1478,2000,Canada,FinTech,Series B,407,1334,554,34.54,Yes,No,77
Startup_1479,2003,Australia,FinTech,IPO,7,2933,801,48.81,No,Yes,81
Startup_1480,2013,UK,Tech,IPO,286,4410,226,3.15,No,No,14
Startup_1481,2002,USA,Energy,Series B,256,1484,366,35.57,No,No,71
Startup_1482,2017,Australia,Healthcare,Series C,446,2054,87,30.78,Yes,No,83
Startup_1483,2009,USA,E-commerce,Series A,447,3982,870,12.24,No,Yes,37
Startup_1484,2012,India,AI,IPO,354,3200,221,39.88,No,No,91
Startup_1485,2007,China,Tech,Series C,358,2080,762,15.18,No,Yes,75
Startup_1486,2008,USA,E-commerce,IPO,445,4633,285,16.24,No,No,49
Startup_1487,2014,Germany,Energy,Series C,178,836,848,9.55,No,Yes,52
Startup_1488,2013,France,Healthcare,Series B,62,4488,297,38.18,Yes,No,57
Startup_1489,2001,Australia,Tech,Series A,364,1705,474,25.59,No,No,2
Startup_1490,2020,UK,Gaming,IPO,25,798,479,22.42,No,No,72
Startup_1491,2005,Australia,Logistics,Series B,288,4010,700,32.87,No,Yes,19
Startup_1492,2005,China,Gaming,Series B,461,2071,87,13.97,No,Yes,60
Startup_1493,2013,UK,Tech,Series B,183,1033,255,30.34,Yes,No,16
Startup_1494,2015,Germany,E-commerce,Series B,349,1284,887,44.4,Yes,Yes,27
Startup_1495,2004,Germany,Gaming,IPO,351,3263,118,12.83,Yes,No,1
Startup_1496,2013,Japan,Healthcare,Series A,131,4872,11,6.4,No,Yes,41
Startup_1497,2006,China,Logistics,IPO,233,2748,709,34.94,Yes,No,13
Startup_1498,2009,Germany,FinTech,Series A,469,1069,226,16.23,No,No,96
Startup_1499,2017,Japan,FoodTech,Series C,67,3186,918,4.37,No,Yes,28
Startup_1500,2019,UK,Gaming,IPO,325,673,839,36.78,Yes,Yes,17
Startup_1501,2007,India,Logistics,Series C,212,3350,737,39.32,No,No,85
Startup_1502,2011,Brazil,E-commerce,Series B,441,380,319,14.36,Yes,No,12
Startup_1503,2012,Australia,Gaming,Series B,266,90,885,10.76,No,No,80
Startup_1504,2012,Japan,AI,IPO,17,220,666,17.35,Yes,No,97
Startup_1505,2018,China,Tech,Series C,40,682,392,37.22,No,No,14
Startup_1506,2004,India,Tech,Series A,234,2824,532,34.76,No,Yes,61
Startup_1507,2002,Canada,EdTech,Series B,144,422,111,2.19,No,No,41
Startup_1508,2009,UK,Gaming,Seed,380,3446,886,35.94,No,No,58
Startup_1509,2010,France,Energy,Seed,483,356,319,21.65,Yes,No,40
Startup_1510,2006,Germany,FinTech,Series B,60,3716,215,28.01,No,Yes,42
Startup_1511,2004,USA,Logistics,Series C,30,632,965,43.37,No,Yes,52
Startup_1512,2013,India,FoodTech,Series B,442,2233,248,48.84,Yes,No,44
Startup_1513,2022,India,Energy,Series A,159,1843,543,40.71,No,No,73
Startup_1514,2002,France,FoodTech,Series A,360,1688,789,9.38,Yes,Yes,55
Startup_1515,2008,Germany,FoodTech,Seed,42,881,380,39.06,No,Yes,99
Startup_1516,2013,Japan,Energy,Seed,28,2775,135,32.99,Yes,No,50
Startup_1517,2019,Japan,Energy,Series A,366,4016,679,34.36,No,No,77
Startup_1518,2018,Germany,Gaming,Seed,345,3888,830,2.78,No,Yes,97
Startup_1519,2002,Australia,Healthcare,Series B,440,2207,404,33.29,Yes,No,75
Startup_1520,2010,UK,Gaming,IPO,370,35,198,19.39,Yes,No,2
Startup_1521,2005,Brazil,EdTech,Series B,146,72,894,3.15,No,Yes,28
Startup_1522,2001,China,EdTech,Series B,222,1258,347,8.98,Yes,Yes,11
Startup_1523,2012,China,Gaming,Seed,239,151,972,28.95,Yes,Yes,48
Startup_1524,2004,Brazil,Logistics,Seed,104,3507,149,23.79,No,Yes,60
Startup_1525,2014,France,Gaming,Series A,448,1277,200,9.99,Yes,No,55
Startup_1526,2004,India,E-commerce,IPO,312,1140,306,20.11,Yes,Yes,57
Startup_1527,2012,Canada,E-commerce,Series B,296,2607,737,36.28,Yes,Yes,52
Startup_1528,2013,Germany,Healthcare,Series A,150,3858,202,39.47,No,No,30
Startup_1529,2006,Japan,Logistics,IPO,486,1152,500,42.43,Yes,Yes,10
Startup_1530,2020,Brazil,Healthcare,Series A,330,3752,695,17.05,No,Yes,28
Startup_1531,2006,India,Tech,Series C,88,2791,291,31.08,Yes,No,71
Startup_1532,2018,France,FoodTech,Series C,278,2277,531,33.95,Yes,Yes,41
Startup_1533,2016,China,Gaming,Series B,299,3338,860,45.33,Yes,Yes,53
Startup_1534,2021,China,FinTech,Series C,278,4002,558,26.74,Yes,No,27
Startup_1535,2009,Australia,FoodTech,Seed,90,1075,428,32.39,No,No,34
Startup_1536,2020,Australia,E-commerce,Seed,265,3210,123,40.03,Yes,Yes,79
Startup_1537,2010,UK,Energy,Series A,441,3660,652,26.55,Yes,No,16
Startup_1538,2015,France,FinTech,Series A,161,644,660,4.42,Yes,Yes,60
Startup_1539,2013,Canada,Gaming,Seed,109,2827,977,7.32,Yes,Yes,86
Startup_1540,2006,Australia,EdTech,Seed,137,4110,124,30.24,No,Yes,47
Startup_1541,2005,India,EdTech,Seed,180,4689,498,46.83,No,Yes,71
Startup_1542,2013,Brazil,EdTech,Series C,466,664,299,34.52,Yes,No,45
Startup_1543,2021,Germany,Energy,IPO,393,1051,701,45.56,Yes,No,80
Startup_1544,2013,Australia,Healthcare,IPO,357,2904,563,34.83,No,No,44
Startup_1545,2000,Australia,Tech,Series C,56,1616,738,42.05,Yes,No,62
Startup_1546,2003,Australia,Gaming,Seed,467,4033,713,31.42,No,No,96
Startup_1547,2022,Australia,FoodTech,Seed,409,1582,364,1.46,No,Yes,56
Startup_1548,2008,UK,FoodTech,Series B,58,772,550,12.03,No,Yes,86
Startup_1549,2019,UK,Tech,Series C,50,27,285,15.27,Yes,Yes,53
Startup_1550,2008,USA,Logistics,Series A,85,2030,665,42.44,No,No,61
Startup_1551,2021,India,Healthcare,Series B,235,2782,79,19.23,Yes,No,66
Startup_1552,2022,China,E-commerce,IPO,489,4031,187,48.56,Yes,No,33
Startup_1553,2022,Germany,E-commerce,Series B,204,3498,60,38.37,Yes,Yes,36
Startup_1554,2018,USA,E-commerce,Series C,391,1054,537,13.9,Yes,Yes,60
Startup_1555,2016,France,Tech,Series B,474,3672,27,37.49,Yes,No,66
Startup_1556,2013,Australia,FinTech,IPO,130,3273,703,28.69,No,No,60
Startup_1557,2014,France,FoodTech,Series B,101,1517,991,29.35,Yes,No,2
Startup_1558,2014,Germany,FinTech,Series C,272,808,876,16.6,No,Yes,78
Startup_1559,2013,Brazil,Healthcare,Seed,80,4962,439,19.53,No,No,43
Startup_1560,2014,USA,Tech,Seed,46,1805,809,17.72,No,No,10
Startup_1561,2007,Japan,FinTech,Seed,209,922,518,13.87,No,Yes,58
Startup_1562,2016,Canada,FoodTech,Series C,466,103,819,6.84,Yes,No,30
Startup_1563,2004,Canada,Energy,Series B,343,3908,910,30.73,Yes,No,38
Startup_1564,2020,Canada,FinTech,Series B,65,2205,475,45.83,No,Yes,66
Startup_1565,2011,Japan,Logistics,Series A,446,325,624,1.98,Yes,Yes,86
Startup_1566,2002,Australia,Tech,Series C,365,4874,63,1.3,Yes,Yes,60
Startup_1567,2006,India,Healthcare,Series A,95,2941,899,31.59,No,No,32
Startup_1568,2017,Canada,FinTech,Series C,295,618,78,33.48,No,Yes,28
Startup_1569,2003,Canada,Energy,Seed,86,3049,798,44.63,No,No,43
Startup_1570,2001,Japan,AI,Series C,396,194,6,14.44,Yes,Yes,36
Startup_1571,2018,Japan,Healthcare,Seed,484,3750,516,37.27,No,No,72
Startup_1572,2014,Canada,Tech,IPO,436,557,815,46.79,Yes,Yes,49
Startup_1573,2006,USA,E-commerce,Seed,179,2310,700,23.31,Yes,Yes,36
Startup_1574,2011,Japan,Tech,Series A,247,4169,607,32.78,No,Yes,22
Startup_1575,2020,China,E-commerce,Seed,424,4771,719,29.74,No,Yes,65
Startup_1576,2020,Germany,EdTech,Seed,135,1666,91,0.27,No,Yes,21
Startup_1577,2016,China,AI,Series C,362,2654,8,21.7,Yes,Yes,59
Startup_1578,2005,Brazil,Logistics,Series C,198,3311,82,10.02,No,Yes,11
Startup_1579,2018,Australia,E-commerce,Seed,403,2009,502,4.74,No,No,65
Startup_1580,2012,UK,EdTech,Series A,310,927,82,3.93,Yes,No,9
Startup_1581,2004,Germany,EdTech,IPO,481,4730,397,33.57,Yes,Yes,19
Startup_1582,2005,China,FinTech,Seed,360,1211,51,40.21,No,No,79
Startup_1583,2019,India,E-commerce,Series C,234,3512,608,26.38,No,Yes,10
Startup_1584,2010,Australia,Energy,Series C,192,4085,335,19.73,No,Yes,26
Startup_1585,2021,Australia,Tech,Seed,21,3819,352,17.55,No,No,33
Startup_1586,2014,Australia,EdTech,Series C,483,3115,648,8.17,No,Yes,21
Startup_1587,2006,France,AI,Series B,311,4269,680,13.41,No,No,6
Startup_1588,2022,Australia,FinTech,Series A,197,2588,664,47.15,No,No,24
Startup_1589,2006,France,Energy,IPO,414,184,171,35.39,Yes,No,95
Startup_1590,2015,Australia,FoodTech,Series C,276,2301,134,5.51,Yes,Yes,54
Startup_1591,2003,Germany,Tech,Seed,18,2194,429,48.61,Yes,No,16
Startup_1592,2021,Canada,Logistics,Series C,12,2791,886,0.72,Yes,Yes,13
Startup_1593,2020,Germany,E-commerce,Series C,280,568,721,24.73,No,Yes,44
Startup_1594,2006,China,EdTech,Series B,19,2626,267,48.05,Yes,Yes,93
Startup_1595,2021,Japan,Healthcare,IPO,344,1379,416,16.07,Yes,No,91
Startup_1596,2017,India,FoodTech,Series B,335,4730,936,45.14,No,No,90
Startup_1597,2016,Canada,AI,Series C,469,4175,759,28.84,No,No,90
